"","id","sex1","cohort1","childeth","childrace","momeduc","dadeduc","income","foodstamp","houseassist","age1","age2","age3","age4","age5","age6","age7","age8","age9","age10","age11","edcon","y1ncT1","y1ncT2","y2ncT1","y2ncT2","y1dqdwfT1","y1dqdwfT2","y2dqdwfT1","y2dqdwfT2","age12","y1ef","RV_Scaled","BD_Scaled","In_Scaled","FSIQ","Percentile","PALS","y1temaraw","y1temaper","y1temascore","y2ef","y2temaraw","y2temaper","y2temascore","y1enumT1","y1enumT2","y1gnT1","y1gnT2","y1ptxT1","y1ptxT2","y1mbT1","y1mbT2","y1dqdaccT1","y1dqdaccT2","y1ocscoreT1","y1ocaccT1","y1ocscoreT2","y1ocaccT2","y1vcT1","y1vcT2","y1nvcT1","y1nvcT2","y1nrT1","y1nrT2","y1ck_allT1","y1ck_corT1","y1ck_rlT1","y1ck_peT1","y1ck_eT1","y1ck_allT2","y1ck_corT2","y1ck_rlT2","y1ck_peT2","y1ck_eT2","y1cqdT1","y1cqdT2","y2enumT1","y2enumT2","y2gnT1","y2gnT2","y2ptxT1","y2ptxT2","y2mbT1","y2mbT2","y2dqdaccT1","y2dqdaccT2","y2ocscoreT1","y2ocaccT1","y2ocscoreT2","y2ocaccT2","y2vcT1","y2vcT2","y2nvcT1","y2nvcT2","y2nrT1","y2nrT2","y2ck_allT1","y2ck_corT1","y2ck_rlT1","y2ck_peT1","y2ck_eT1","y2ck_allT2","y2ck_corT2","y2ck_rlT2","y2ck_peT2","y2ck_eT2","y2cqdT1","y2cqdT2"
"114",636,1,3,"2","6","3.5","3.5","1","1","0",43,"44","47","48","48","49","55","55","57","59","60",1,"83.33333333",NA,"100","100",NA,NA,"0.04","0.3","62",17,8,7,6,81,10,0,2,5,76,17,17,47,99,11,14,1,2,2.665,2.2175,50,50,50,50,2.88,0.652990715,3.05,0.691535306,2,6,0,33.33333333,2,0,21.029,0,0,13.141,75.276,50,66.66666667,33.33333333,33.33333333,66.66666667,50,83.33333333,12,13,5,6,1.755,2.53,87.5,100,96.67,90,2.99,67.80045352,2.38,53.96825397,4,10,25,66.66666667,3,7,33.33333333,33.33333333,100,0,0,66.66666667,100,66.66666667,66.66666667,33.33333333,75,87.5
"115",641,1,2,"2","5","4","5","1","1","0",47,NA,"51","51","53","53",NA,NA,NA,NA,NA,2,NA,"16.66666667",NA,NA,NA,"1.45",NA,NA,NA,47,6,9,7,81,10,21,9,30,92,46.041,25.099,47.297,101.708,12.697,6,3.898,6,2.639,2.29,42.326,50,54.536,63.33,3.09,44.48,3.55,80.49886621,3.506,5,11.091,41.66666667,4.635,7,67.38,76.042,79.82,70.749,29.97,50,100,0,100,0,77.592,16.66666667,9.97,10.972,3.242,5.779,1.195,2.907,64.753,60.065,84.192,61.566,2.614,59.554,3.132,71.023,10.133,11.066,31.466,12.563,4.596,5.5,52.692,52.545,79.005,74.906,3.213,74.478,85.015,84.957,76.296,49.913,63.772,91.081
"116",645,0,2,"2","5","4","5","2","0","0",47,"49","52","52","53","54","59","59","60","62","63",2,NA,NA,"66.66666667","50",NA,"11.56","0.33",NA,"65",43,11,7,7,87,19,15,5,6,77,44,18,37,95,12,12,5,5,1.7325,2.08,87.5,87.5,50,56.67,1.3,29.47845805,3.55,80.49886621,7,8,8.333333333,25,1,1,33.33333333,0,0,33.33333333,100,50,33.33333333,66.66666667,66.66666667,33.33333333,66.66666667,50,12,12,5,6,2.89,2.75,75,75,90,79.327,2.83,64.16540704,3.61,81.85057223,12,26,49.293,58.33333333,11,13,50.104,100,100,0,0,41.66666667,33.33333333,33.33333333,33.33333333,66.66666667,70.83333333,54.16666667
"117",646,0,1,"2","5","3","3","4","0","0",50,"51","51","54","54","55","61","62","65","66","67",1,"100","100","100","83.33333333","0.21","0.04","0.04","0.01","68",37,15,14,12,126,96,25,17,68,107,46,22,42,97,10,20,6,6,2.38,2.615,62.5,100,95.83,95.83,3.91,88.66213152,2,45.34657741,20,19,50,58.33333333,12,14,58.33333333,66.66666667,0,66.66666667,100,50,66.66666667,33.33333333,66.66666667,33.33333333,87.5,91.66666667,20,20,6,6,2.8875,3.2,75,100,93.33,96.67,2.03,46.03174603,2.72,61.67800454,49,38,16.66666667,50,14,15,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,100,100,0,66.66666667,89.28571429,89.28571429
"118",648,0,3,"2","3","3","3",NA,"0","0",44,"44","46","46","48","49","55","55","57","59","59",1,NA,"66.66666667","33.33333333","83.33333333","1.85","0.33","0.92","0.52","62",18,15,8,13,112,79,16,12,63,105,44,16,42,97,10,3,2,3,1.96,1.6825,75,75,60,86.67,1.92,0.435327143,3.08,0.698337292,6,12,8.333333333,33.33333333,1,4,33.33333333,33.33333333,0,0,100,58.33333333,66.66666667,33.33333333,100,33.33333333,75,79.16666667,12,20,6,5,2.6025,2.2675,87.5,37.5,70,80,2.83,64.1723356,4.41,100,10,12,41.66666667,50,6,7,25,100,0,0,0,75,66.66666667,66.66666667,66.66666667,100,79.16666667,83.33333333
"119",652,1,3,"2","5","4","3.5","3","0","0",45,"46","48","49","50","50","56","56","58","60","60",2,NA,"66.66666667","100","66.66666667","0.35","0.28","0.28","0.04","63",45,12,12,8,103,58,2,1,3,73,44,11,12,82,2,0,1,2,2.665,2.75,87.5,75,90,93.33,2.94,0.666594688,4.41,0.999892032,1,9.693,8.333333333,25,0,3,66.66666667,66.66666667,100,100,0,75,66.66666667,66.66666667,100,66.66666667,75,41.66666667,5,5,3,6,2.04,2.375,87.5,100,93.33,96.67,3.58,81.17913832,2.83,64.1723356,5,5,25,58.33333333,5,5,33.33333333,66.66666667,66.66666667,0,0,50,66.66666667,33.33333333,66.66666667,33.33333333,75,91.66666667
"120",659,1,3,NA,NA,NA,NA,NA,NA,NA,50,"50","52","52","53","55","60","61","62","64","64",0,NA,NA,"83.33333333","50","0.74",NA,"1.66","1.42","67",34,4,8,4,70,2,6,5,6,77,45,19,30,92,12,6,6,0,1.745,2.615,50,62.5,76.67,50,3.58,0.811703736,2.22,0.503347009,11,2,16.66666667,0,1,1,75,100,100,100,0,25,0,33.33333333,0,66.66666667,50,58.33333333,10,10,6,6,2.0675,3.2,62.5,62.5,60,60,1.92,43.53741497,1.61,36.50793651,10,10,58.33333333,66.66666667,7,7,66.66666667,66.66666667,100,100,0,66.66666667,66.66666667,100,33.33333333,66.66666667,75,83.33333333
"121",665,1,3,"3","2","1","1","1","0","0",47,"47","49","50","51","53","58","59","60","62","62",1,"50","66.66666667","100","100",NA,NA,"0.03","0.35","65",43,4,15,5,85,16,7,16,75,110,46,32,87,117,0,10,1,4,2.375,2.1025,62.5,50,36.67,40,3.11,0.705139279,2.83,0.64165407,0,11,0,8.333333333,2,10,75,100,100,100,0,66.66666667,33.33333333,66.66666667,100,66.66666667,83.33333333,87.5,15,20,6,6,3.2225,2.6375,62.5,50,100,90,2.75,62.35827664,3.66,82.99319728,15,49,41.66666667,33.33333333,15,15,50,66.66666667,66.66666667,33.33333333,33.33333333,83.33333333,66.66666667,100,66.66666667,100,83.33333333,87.5
"122",667,1,3,"2","3","1","1","1","1","0",45,"46","47","48","48","50","57","57","58","60","60",1,NA,"50",NA,"50","4.72","2.47","1.04",NA,"63",15,6,6,4,70,2,1,7,23,89,46,18,37,95,0,10,0,1,2.3175,1.46,50,62.5,53.33,60,1.47,0.333297344,0.67,0.151911034,1,8,16.66666667,16.66666667,2,2,75,100,100,100,0,25,0,33.33333333,0,66.66666667,37.5,75,15,13,5,6,2.66,2.3525,62.5,12.5,66.67,36.67,3.66,82.99319728,3.58,81.17913832,2,12,75,50,0,2,50,100,33.33333333,33.33333333,33.33333333,75,66.66666667,33.33333333,100,100,87.5,75
"123",677,0,3,NA,NA,"2","3","1","1","0",47,"48","49","49","51","52",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,9,8,8,87,19,4,4,6,77,36.362,12.413,25.98,84.229,1,8,2,2,0.6475,1.995,62.5,75,43.33,56.67,2.49,0.564564889,1.92,0.435327143,1,4,0,8.333333333,0,0,58.33333333,33.33333333,100,100,0,66.66666667,33.33333333,66.66666667,100,66.66666667,62.5,50,14.408,14.284,3.328,5.658,2.859,2.329,84.25,83.972,95.613,81.767,2.387,57.517,1.605,36.4,23.172,15.435,56.981,53.201,4.806,5.769,46.28,62.7,56.783,57.531,9.221,54.89,41.784,56.666,59.161,62.267,82.989,91.828
"124",688,1,2,"2","6","2","4","2","1","0",50,"51","53","54","55","55","61","61","62","64","65",2,"50","50","100","100","1.16",NA,"0.41","0.54","66",35,15,9,11,112,79,25,12,37,95,45,14,13,83,10.086,14,3,6,1.67,3.285,87.5,87.5,60,40,3.55,80.49886621,2.41,54.64852608,16.989,14,8.333333333,25,8,12,75,100,66.66666667,100,33.33333333,91.66666667,100,100,100,66.66666667,41.66666667,70.83333333,14,20,6,6,3.2,3.285,75,100,86.67,80,2.99,67.79313323,2.8,63.48520838,26,22,33.33333333,25,13,10,91.66666667,100,100,100,66.66666667,100,100,100,100,100,83.33333333,83.33333333
"125",695,1,2,"2","2","4","5",NA,"0","0",44,"46","49","50","50","51","56","57","57","59","60",2,"83.33333333","83.33333333","100","100","2.43","0.02","0.03","0.01","62",28,11,18,9,119,90,26,25,95,125,45,42,99.1,137,15,20,6,6,2.415,2.575,50,75,56.67,100,1.92,43.53741497,3.66,82.99319728,59,100,66.66666667,33.33333333,15,15,66.66666667,100,100,66.66666667,0,75,100,100,0,100,79.16666667,87.5,20,20,6,6,2.89,3.2225,100,87.5,100,100,3.74,84.79809976,3.61,81.85057223,73,100,91.66666667,91.66666667,15,15,75,100,100,0,100,50,33.33333333,33.33333333,66.66666667,66.66666667,91.66666667,95.83333333
